RUN	PerformanceTest	performancetest	1549556445936	double check	3.0.3
REQUEST	113		Login as a Client	1549556448455	1549556449061	OK	 
REQUEST	51		Login as a Employee	1549556448445	1549556449063	OK	 
REQUEST	110		Client Logout Redirect 2	1549556449060	1549556449062	OK	 
REQUEST	50		Change status of order	1549556449058	1549556449062	OK	 
REQUEST	111		Client Logout Redirect 2	1549556449063	1549556449065	OK	 
REQUEST	112		Login as a Client	1549556448446	1549556449063	OK	 
USER	OrderItemsAndAcceptOrder	174	START	1549556449065	1549556449065
REQUEST	52		Change status of order	1549556449060	1549556449064	OK	 
REQUEST	49		Employee Logout Redirect 2	1549556449060	1549556449065	OK	 
USER	OrderItemsAndAcceptOrder	49	END	1549556447807	1549556449068
REQUEST	50		Employee Logout	1549556449065	1549556449066	OK	 
REQUEST	52		Employee Logout	1549556449068	1549556449069	OK	 
REQUEST	53		Login as a Employee	1549556448464	1549556449068	OK	 
REQUEST	112		Add Order	1549556449066	1549556449070	OK	 
REQUEST	51		Change status of order	1549556449064	1549556449069	OK	 
REQUEST	113		Add Order	1549556449064	1549556449069	OK	 
REQUEST	112		Client Logout	1549556449071	1549556449072	OK	 
REQUEST	50		Employee Logout Redirect 1	1549556449069	1549556449070	OK	 
REQUEST	51		Employee Logout	1549556449072	1549556449073	OK	 
REQUEST	52		Employee Logout Redirect 1	1549556449070	1549556449071	OK	 
REQUEST	114		Login as a Client	1549556448466	1549556449073	OK	 
REQUEST	113		Client Logout	1549556449073	1549556449073	OK	 
USER	OrderItemsAndAcceptOrder	175	START	1549556449075	1549556449075
REQUEST	112		Client Logout Redirect 1	1549556449073	1549556449074	OK	 
REQUEST	51		Employee Logout Redirect 1	1549556449074	1549556449075	OK	 
REQUEST	113		Client Logout Redirect 1	1549556449075	1549556449076	OK	 
REQUEST	52		Employee Logout Redirect 2	1549556449074	1549556449077	OK	 
USER	OrderItemsAndAcceptOrder	52	END	1549556447837	1549556449079
REQUEST	54		Login as a Employee	1549556448476	1549556449079	OK	 
REQUEST	112		Client Logout Redirect 2	1549556449078	1549556449079	OK	 
REQUEST	51		Employee Logout Redirect 2	1549556449078	1549556449080	OK	 
USER	OrderItemsAndAcceptOrder	51	END	1549556447826	1549556449080
REQUEST	50		Employee Logout Redirect 2	1549556449073	1549556449077	OK	 
USER	OrderItemsAndAcceptOrder	50	END	1549556447817	1549556449081
REQUEST	53		Change status of order	1549556449071	1549556449077	OK	 
REQUEST	113		Client Logout Redirect 2	1549556449078	1549556449080	OK	 
REQUEST	114		Add Order	1549556449076	1549556449082	OK	 
REQUEST	53		Employee Logout	1549556449082	1549556449083	OK	 
REQUEST	114		Client Logout	1549556449083	1549556449084	OK	 
REQUEST	54		Change status of order	1549556449080	1549556449084	OK	 
REQUEST	53		Employee Logout Redirect 1	1549556449084	1549556449085	OK	 
USER	OrderItemsAndAcceptOrder	176	START	1549556449085	1549556449085
REQUEST	115		Login as a Client	1549556448476	1549556449084	OK	 
REQUEST	54		Employee Logout	1549556449085	1549556449086	OK	 
REQUEST	114		Client Logout Redirect 1	1549556449085	1549556449085	OK	 
REQUEST	53		Employee Logout Redirect 2	1549556449085	1549556449087	OK	 
USER	OrderItemsAndAcceptOrder	53	END	1549556447847	1549556449089
REQUEST	55		Login as a Employee	1549556448486	1549556449088	OK	 
REQUEST	54		Employee Logout Redirect 1	1549556449088	1549556449089	OK	 
REQUEST	116		Login as a Client	1549556448486	1549556449089	OK	 
REQUEST	115		Add Order	1549556449087	1549556449090	OK	 
REQUEST	114		Client Logout Redirect 2	1549556449088	1549556449090	OK	 
REQUEST	115		Client Logout	1549556449091	1549556449092	OK	 
REQUEST	54		Employee Logout Redirect 2	1549556449090	1549556449092	OK	 
USER	OrderItemsAndAcceptOrder	54	END	1549556447857	1549556449093
REQUEST	55		Change status of order	1549556449090	1549556449094	OK	 
REQUEST	115		Client Logout Redirect 1	1549556449093	1549556449094	OK	 
REQUEST	116		Add Order	1549556449091	1549556449093	OK	 
USER	OrderItemsAndAcceptOrder	177	START	1549556449096	1549556449096
REQUEST	55		Employee Logout	1549556449095	1549556449095	OK	 
REQUEST	116		Client Logout	1549556449095	1549556449096	OK	 
REQUEST	56		Login as a Employee	1549556448493	1549556449096	OK	 
REQUEST	55		Employee Logout Redirect 1	1549556449097	1549556449097	OK	 
REQUEST	115		Client Logout Redirect 2	1549556449095	1549556449097	OK	 
REQUEST	117		Login as a Client	1549556448495	1549556449101	OK	 
REQUEST	116		Client Logout Redirect 1	1549556449097	1549556449098	OK	 
REQUEST	55		Employee Logout Redirect 2	1549556449099	1549556449101	OK	 
USER	OrderItemsAndAcceptOrder	55	END	1549556447867	1549556449104
REQUEST	56		Change status of order	1549556449098	1549556449103	OK	 
USER	OrderItemsAndAcceptOrder	178	START	1549556449105	1549556449105
REQUEST	56		Employee Logout	1549556449104	1549556449105	OK	 
REQUEST	116		Client Logout Redirect 2	1549556449103	1549556449105	OK	 
REQUEST	57		Login as a Employee	1549556448503	1549556449106	OK	 
REQUEST	56		Employee Logout Redirect 1	1549556449106	1549556449107	OK	 
REQUEST	117		Add Order	1549556449102	1549556449105	OK	 
REQUEST	117		Client Logout	1549556449108	1549556449109	OK	 
REQUEST	56		Employee Logout Redirect 2	1549556449107	1549556449110	OK	 
USER	OrderItemsAndAcceptOrder	56	END	1549556447876	1549556449111
REQUEST	117		Client Logout Redirect 1	1549556449110	1549556449111	OK	 
REQUEST	118		Login as a Client	1549556448506	1549556449111	OK	 
REQUEST	57		Change status of order	1549556449107	1549556449112	OK	 
REQUEST	57		Employee Logout	1549556449113	1549556449114	OK	 
USER	OrderItemsAndAcceptOrder	179	START	1549556449115	1549556449115
REQUEST	117		Client Logout Redirect 2	1549556449112	1549556449114	OK	 
REQUEST	57		Employee Logout Redirect 1	1549556449115	1549556449116	OK	 
REQUEST	58		Login as a Employee	1549556448514	1549556449116	OK	 
REQUEST	118		Add Order	1549556449113	1549556449116	OK	 
REQUEST	119		Login as a Client	1549556448515	1549556449118	OK	 
REQUEST	57		Employee Logout Redirect 2	1549556449117	1549556449119	OK	 
USER	OrderItemsAndAcceptOrder	57	END	1549556447887	1549556449120
REQUEST	118		Client Logout	1549556449118	1549556449119	OK	 
REQUEST	118		Client Logout Redirect 1	1549556449120	1549556449121	OK	 
REQUEST	58		Change status of order	1549556449118	1549556449122	OK	 
REQUEST	119		Add Order	1549556449119	1549556449122	OK	 
REQUEST	58		Employee Logout	1549556449123	1549556449123	OK	 
REQUEST	118		Client Logout Redirect 2	1549556449122	1549556449124	OK	 
USER	OrderItemsAndAcceptOrder	180	START	1549556449125	1549556449125
REQUEST	119		Client Logout	1549556449123	1549556449124	OK	 
REQUEST	58		Employee Logout Redirect 1	1549556449124	1549556449125	OK	 
REQUEST	59		Login as a Employee	1549556448524	1549556449126	OK	 
REQUEST	119		Client Logout Redirect 1	1549556449126	1549556449127	OK	 
REQUEST	58		Employee Logout Redirect 2	1549556449126	1549556449128	OK	 
USER	OrderItemsAndAcceptOrder	58	END	1549556447897	1549556449129
REQUEST	120		Login as a Client	1549556448526	1549556449128	OK	 
REQUEST	119		Client Logout Redirect 2	1549556449127	1549556449130	OK	 
REQUEST	59		Change status of order	1549556449127	1549556449132	OK	 
REQUEST	59		Employee Logout	1549556449133	1549556449134	OK	 
REQUEST	120		Add Order	1549556449130	1549556449134	OK	 
REQUEST	59		Employee Logout Redirect 1	1549556449134	1549556449135	OK	 
USER	OrderItemsAndAcceptOrder	181	START	1549556449136	1549556449136
REQUEST	120		Client Logout	1549556449135	1549556449136	OK	 
REQUEST	60		Login as a Employee	1549556448533	1549556449137	OK	 
REQUEST	120		Client Logout Redirect 1	1549556449137	1549556449138	OK	 
REQUEST	59		Employee Logout Redirect 2	1549556449136	1549556449138	OK	 
USER	OrderItemsAndAcceptOrder	59	END	1549556447907	1549556449139
REQUEST	121		Login as a Client	1549556448536	1549556449139	OK	 
REQUEST	120		Client Logout Redirect 2	1549556449139	1549556449140	OK	 
REQUEST	60		Change status of order	1549556449139	1549556449143	OK	 
REQUEST	121		Add Order	1549556449140	1549556449143	OK	 
REQUEST	60		Employee Logout	1549556449144	1549556449145	OK	 
REQUEST	121		Client Logout	1549556449145	1549556449145	OK	 
USER	OrderItemsAndAcceptOrder	182	START	1549556449146	1549556449146
REQUEST	60		Employee Logout Redirect 1	1549556449146	1549556449147	OK	 
REQUEST	121		Client Logout Redirect 1	1549556449146	1549556449147	OK	 
REQUEST	61		Login as a Employee	1549556448542	1549556449147	OK	 
REQUEST	60		Employee Logout Redirect 2	1549556449147	1549556449149	OK	 
USER	OrderItemsAndAcceptOrder	60	END	1549556447916	1549556449150
REQUEST	121		Client Logout Redirect 2	1549556449148	1549556449150	OK	 
REQUEST	122		Login as a Client	1549556448547	1549556449151	OK	 
REQUEST	61		Change status of order	1549556449148	1549556449153	OK	 
REQUEST	61		Employee Logout	1549556449154	1549556449154	OK	 
USER	OrderItemsAndAcceptOrder	183	START	1549556449155	1549556449155
REQUEST	122		Add Order	1549556449152	1549556449155	OK	 
REQUEST	61		Employee Logout Redirect 1	1549556449155	1549556449156	OK	 
REQUEST	122		Client Logout	1549556449156	1549556449157	OK	 
REQUEST	122		Client Logout Redirect 1	1549556449158	1549556449158	OK	 
REQUEST	61		Employee Logout Redirect 2	1549556449157	1549556449159	OK	 
USER	OrderItemsAndAcceptOrder	61	END	1549556447926	1549556449160
REQUEST	62		Login as a Employee	1549556448558	1549556449160	OK	 
REQUEST	123		Login as a Client	1549556448556	1549556449159	OK	 
REQUEST	122		Client Logout Redirect 2	1549556449159	1549556449161	OK	 
REQUEST	63		Login as a Employee	1549556448560	1549556449164	OK	 
REQUEST	123		Add Order	1549556449161	1549556449164	OK	 
REQUEST	62		Change status of order	1549556449161	1549556449165	OK	 
USER	OrderItemsAndAcceptOrder	184	START	1549556449165	1549556449165
REQUEST	62		Employee Logout	1549556449166	1549556449166	OK	 
REQUEST	123		Client Logout	1549556449165	1549556449167	OK	 
REQUEST	62		Employee Logout Redirect 1	1549556449168	1549556449169	OK	 
REQUEST	123		Client Logout Redirect 1	1549556449168	1549556449169	OK	 
REQUEST	124		Login as a Client	1549556448565	1549556449169	OK	 
REQUEST	63		Change status of order	1549556449165	1549556449170	OK	 
REQUEST	62		Employee Logout Redirect 2	1549556449169	1549556449171	OK	 
USER	OrderItemsAndAcceptOrder	62	END	1549556447937	1549556449172
REQUEST	123		Client Logout Redirect 2	1549556449170	1549556449172	OK	 
REQUEST	63		Employee Logout	1549556449171	1549556449172	OK	 
REQUEST	63		Employee Logout Redirect 1	1549556449173	1549556449174	OK	 
REQUEST	124		Add Order	1549556449171	1549556449174	OK	 
USER	OrderItemsAndAcceptOrder	185	START	1549556449176	1549556449176
REQUEST	124		Client Logout	1549556449175	1549556449176	OK	 
REQUEST	63		Employee Logout Redirect 2	1549556449174	1549556449177	OK	 
USER	OrderItemsAndAcceptOrder	63	END	1549556447946	1549556449179
REQUEST	64		Login as a Employee	1549556448573	1549556449178	OK	 
REQUEST	124		Client Logout Redirect 1	1549556449177	1549556449178	OK	 
REQUEST	124		Client Logout Redirect 2	1549556449179	1549556449181	OK	 
REQUEST	64		Change status of order	1549556449179	1549556449183	OK	 
REQUEST	125		Login as a Client	1549556448578	1549556449183	OK	 
USER	OrderItemsAndAcceptOrder	186	START	1549556449184	1549556449184
REQUEST	64		Employee Logout	1549556449184	1549556449185	OK	 
REQUEST	64		Employee Logout Redirect 1	1549556449186	1549556449186	OK	 
REQUEST	126		Login as a Client	1549556448585	1549556449188	OK	 
REQUEST	125		Add Order	1549556449185	1549556449188	OK	 
REQUEST	64		Employee Logout Redirect 2	1549556449187	1549556449189	OK	 
USER	OrderItemsAndAcceptOrder	64	END	1549556447957	1549556449190
REQUEST	125		Client Logout	1549556449190	1549556449190	OK	 
REQUEST	126		Add Order	1549556449189	1549556449192	OK	 
REQUEST	125		Client Logout Redirect 1	1549556449191	1549556449192	OK	 
REQUEST	126		Client Logout	1549556449193	1549556449193	OK	 
REQUEST	125		Client Logout Redirect 2	1549556449193	1549556449195	OK	 
REQUEST	126		Client Logout Redirect 1	1549556449194	1549556449195	OK	 
USER	OrderItemsAndAcceptOrder	187	START	1549556449197	1549556449197
REQUEST	126		Client Logout Redirect 2	1549556449196	1549556449198	OK	 
REQUEST	127		Login as a Client	1549556448595	1549556449200	OK	 
REQUEST	66		Login as a Employee	1549556448601	1549556449204	OK	 
REQUEST	127		Add Order	1549556449201	1549556449204	OK	 
REQUEST	67		Login as a Employee	1549556448601	1549556449204	OK	 
USER	OrderItemsAndAcceptOrder	188	START	1549556449206	1549556449206
REQUEST	127		Client Logout	1549556449205	1549556449206	OK	 
REQUEST	127		Client Logout Redirect 1	1549556449207	1549556449208	OK	 
REQUEST	128		Login as a Client	1549556448606	1549556449208	OK	 
REQUEST	66		Change status of order	1549556449205	1549556449210	OK	 
REQUEST	67		Change status of order	1549556449206	1549556449211	OK	 
REQUEST	127		Client Logout Redirect 2	1549556449209	1549556449211	OK	 
REQUEST	66		Employee Logout	1549556449211	1549556449212	OK	 
REQUEST	67		Employee Logout	1549556449212	1549556449212	OK	 
REQUEST	128		Add Order	1549556449209	1549556449213	OK	 
REQUEST	66		Employee Logout Redirect 1	1549556449213	1549556449214	OK	 
REQUEST	67		Employee Logout Redirect 1	1549556449213	1549556449214	OK	 
REQUEST	128		Client Logout	1549556449214	1549556449215	OK	 
USER	OrderItemsAndAcceptOrder	189	START	1549556449215	1549556449215
REQUEST	65		Login as a Employee	1549556448610	1549556449215	OK	 
REQUEST	66		Employee Logout Redirect 2	1549556449214	1549556449216	OK	 
USER	OrderItemsAndAcceptOrder	66	END	1549556447976	1549556449217
REQUEST	67		Employee Logout Redirect 2	1549556449215	1549556449216	OK	 
USER	OrderItemsAndAcceptOrder	67	END	1549556447985	1549556449217
REQUEST	128		Client Logout Redirect 1	1549556449215	1549556449216	OK	 
REQUEST	128		Client Logout Redirect 2	1549556449218	1549556449220	OK	 
REQUEST	129		Login as a Client	1549556448616	1549556449219	OK	 
REQUEST	65		Change status of order	1549556449216	1549556449221	OK	 
REQUEST	65		Employee Logout	1549556449222	1549556449223	OK	 
REQUEST	129		Add Order	1549556449221	1549556449224	OK	 
USER	OrderItemsAndAcceptOrder	190	START	1549556449226	1549556449226
REQUEST	65		Employee Logout Redirect 1	1549556449224	1549556449226	OK	 
REQUEST	129		Client Logout	1549556449225	1549556449227	OK	 
REQUEST	65		Employee Logout Redirect 2	1549556449226	1549556449228	OK	 
USER	OrderItemsAndAcceptOrder	65	END	1549556447966	1549556449229
REQUEST	129		Client Logout Redirect 1	1549556449227	1549556449229	OK	 
REQUEST	129		Client Logout Redirect 2	1549556449230	1549556449232	OK	 
REQUEST	130		Login as a Client	1549556448626	1549556449232	OK	 
USER	OrderItemsAndAcceptOrder	191	START	1549556449235	1549556449235
REQUEST	130		Add Order	1549556449233	1549556449236	OK	 
REQUEST	130		Client Logout	1549556449237	1549556449238	OK	 
REQUEST	130		Client Logout Redirect 1	1549556449239	1549556449239	OK	 
REQUEST	130		Client Logout Redirect 2	1549556449240	1549556449242	OK	 
REQUEST	131		Login as a Client	1549556448636	1549556449242	OK	 
USER	OrderItemsAndAcceptOrder	192	START	1549556449245	1549556449245
REQUEST	131		Add Order	1549556449244	1549556449247	OK	 
REQUEST	131		Client Logout	1549556449248	1549556449248	OK	 
REQUEST	131		Client Logout Redirect 1	1549556449249	1549556449250	OK	 
REQUEST	132		Login as a Client	1549556448647	1549556449250	OK	 
REQUEST	131		Client Logout Redirect 2	1549556449250	1549556449252	OK	 
REQUEST	132		Add Order	1549556449251	1549556449254	OK	 
USER	OrderItemsAndAcceptOrder	193	START	1549556449255	1549556449255
REQUEST	132		Client Logout	1549556449255	1549556449255	OK	 
REQUEST	132		Client Logout Redirect 1	1549556449256	1549556449257	OK	 
REQUEST	132		Client Logout Redirect 2	1549556449257	1549556449259	OK	 
REQUEST	133		Login as a Client	1549556448657	1549556449260	OK	 
REQUEST	133		Add Order	1549556449261	1549556449263	OK	 
USER	OrderItemsAndAcceptOrder	194	START	1549556449265	1549556449265
REQUEST	133		Client Logout	1549556449264	1549556449265	OK	 
REQUEST	133		Client Logout Redirect 1	1549556449265	1549556449266	OK	 
REQUEST	133		Client Logout Redirect 2	1549556449267	1549556449269	OK	 
REQUEST	134		Login as a Client	1549556448667	1549556449271	OK	 
REQUEST	134		Add Order	1549556449271	1549556449274	OK	 
USER	OrderItemsAndAcceptOrder	195	START	1549556449275	1549556449275
REQUEST	134		Client Logout	1549556449275	1549556449276	OK	 
REQUEST	134		Client Logout Redirect 1	1549556449277	1549556449278	OK	 
REQUEST	134		Client Logout Redirect 2	1549556449279	1549556449280	OK	 
REQUEST	135		Login as a Client	1549556448677	1549556449282	OK	 
USER	OrderItemsAndAcceptOrder	196	START	1549556449285	1549556449285
REQUEST	135		Add Order	1549556449283	1549556449286	OK	 
REQUEST	135		Client Logout	1549556449286	1549556449287	OK	 
REQUEST	135		Client Logout Redirect 1	1549556449287	1549556449288	OK	 
REQUEST	135		Client Logout Redirect 2	1549556449289	1549556449290	OK	 
REQUEST	136		Login as a Client	1549556448687	1549556449291	OK	 
REQUEST	136		Add Order	1549556449291	1549556449293	OK	 
USER	OrderItemsAndAcceptOrder	197	START	1549556449294	1549556449294
USER	OrderItemsAndAcceptOrder	203	START	1549556449294	1549556449294
REQUEST	136		Client Logout	1549556449294	1549556449295	OK	 
REQUEST	136		Client Logout Redirect 1	1549556449295	1549556449296	OK	 
REQUEST	136		Client Logout Redirect 2	1549556449297	1549556449298	OK	 
REQUEST	137		Login as a Client	1549556448696	1549556449300	OK	 
REQUEST	137		Add Order	1549556449301	1549556449304	OK	 
USER	OrderItemsAndAcceptOrder	202	START	1549556449305	1549556449305
USER	OrderItemsAndAcceptOrder	198	START	1549556449305	1549556449305
REQUEST	137		Client Logout	1549556449305	1549556449305	OK	 
REQUEST	137		Client Logout Redirect 1	1549556449306	1549556449307	OK	 
REQUEST	74		Login as a Employee	1549556448702	1549556449308	OK	 
REQUEST	75		Login as a Employee	1549556448702	1549556449308	OK	 
REQUEST	69		Login as a Employee	1549556448703	1549556449308	OK	 
REQUEST	137		Client Logout Redirect 2	1549556449307	1549556449309	OK	 
REQUEST	138		Login as a Client	1549556448705	1549556449311	OK	 
REQUEST	69		Change status of order	1549556449310	1549556449314	OK	 
REQUEST	138		Add Order	1549556449312	1549556449314	OK	 
REQUEST	75		Change status of order	1549556449310	1549556449314	OK	 
REQUEST	74		Change status of order	1549556449310	1549556449315	OK	 
USER	OrderItemsAndAcceptOrder	199	START	1549556449316	1549556449316
REQUEST	69		Employee Logout	1549556449315	1549556449316	OK	 
REQUEST	75		Employee Logout	1549556449315	1549556449316	OK	 
REQUEST	138		Client Logout	1549556449315	1549556449316	OK	 
REQUEST	69		Employee Logout Redirect 1	1549556449316	1549556449317	OK	 
REQUEST	75		Employee Logout Redirect 1	1549556449316	1549556449317	OK	 
REQUEST	76		Login as a Employee	1549556448715	1549556449317	OK	 
REQUEST	74		Employee Logout	1549556449316	1549556449317	OK	 
REQUEST	139		Login as a Client	1549556448715	1549556449318	OK	 
REQUEST	71		Login as a Employee	1549556448716	1549556449318	OK	 
REQUEST	72		Login as a Employee	1549556448715	1549556449318	OK	 
REQUEST	75		Employee Logout Redirect 2	1549556449318	1549556449319	OK	 
REQUEST	138		Client Logout Redirect 1	1549556449317	1549556449319	OK	 
USER	OrderItemsAndAcceptOrder	75	END	1549556448073	1549556449320
REQUEST	69		Employee Logout Redirect 2	1549556449318	1549556449319	OK	 
USER	OrderItemsAndAcceptOrder	69	END	1549556448006	1549556449321
REQUEST	74		Employee Logout Redirect 1	1549556449319	1549556449321	OK	 
REQUEST	138		Client Logout Redirect 2	1549556449320	1549556449322	OK	 
REQUEST	139		Add Order	1549556449319	1549556449322	OK	 
REQUEST	74		Employee Logout Redirect 2	1549556449321	1549556449323	OK	 
USER	OrderItemsAndAcceptOrder	74	END	1549556448060	1549556449324
REQUEST	76		Change status of order	1549556449318	1549556449323	OK	 
REQUEST	71		Change status of order	1549556449320	1549556449324	OK	 
REQUEST	72		Change status of order	1549556449320	1549556449324	OK	 
REQUEST	139		Client Logout	1549556449324	1549556449325	OK	 
USER	OrderItemsAndAcceptOrder	204	START	1549556449325	1549556449325
USER	OrderItemsAndAcceptOrder	200	START	1549556449325	1549556449325
REQUEST	76		Employee Logout	1549556449325	1549556449325	OK	 
REQUEST	71		Employee Logout	1549556449325	1549556449326	OK	 
REQUEST	139		Client Logout Redirect 1	1549556449325	1549556449326	OK	 
REQUEST	72		Employee Logout	1549556449325	1549556449326	OK	 
REQUEST	76		Employee Logout Redirect 1	1549556449326	1549556449327	OK	 
REQUEST	71		Employee Logout Redirect 1	1549556449326	1549556449327	OK	 
REQUEST	72		Employee Logout Redirect 1	1549556449327	1549556449328	OK	 
REQUEST	139		Client Logout Redirect 2	1549556449327	1549556449329	OK	 
REQUEST	71		Employee Logout Redirect 2	1549556449327	1549556449329	OK	 
USER	OrderItemsAndAcceptOrder	71	END	1549556448025	1549556449330
REQUEST	76		Employee Logout Redirect 2	1549556449327	1549556449329	OK	 
USER	OrderItemsAndAcceptOrder	76	END	1549556448076	1549556449330
REQUEST	72		Employee Logout Redirect 2	1549556449328	1549556449330	OK	 
USER	OrderItemsAndAcceptOrder	72	END	1549556448035	1549556449331
REQUEST	70		Login as a Employee	1549556448727	1549556449333	OK	 
REQUEST	77		Login as a Employee	1549556448731	1549556449333	OK	 
REQUEST	140		Login as a Client	1549556448726	1549556449334	OK	 
USER	OrderItemsAndAcceptOrder	205	START	1549556449336	1549556449336
USER	OrderItemsAndAcceptOrder	201	START	1549556449336	1549556449336
REQUEST	140		Add Order	1549556449335	1549556449338	OK	 
REQUEST	77		Change status of order	1549556449335	1549556449339	OK	 
REQUEST	70		Change status of order	1549556449334	1549556449338	OK	 
REQUEST	140		Client Logout	1549556449339	1549556449340	OK	 
REQUEST	77		Employee Logout	1549556449339	1549556449340	OK	 
REQUEST	68		Login as a Employee	1549556448739	1549556449341	OK	 
REQUEST	78		Login as a Employee	1549556448739	1549556449343	OK	 
REQUEST	70		Employee Logout	1549556449340	1549556449341	OK	 
REQUEST	140		Client Logout Redirect 1	1549556449340	1549556449341	OK	 
USER	OrderItemsAndAcceptOrder	206	START	1549556449346	1549556449346
REQUEST	77		Employee Logout Redirect 1	1549556449342	1549556449343	OK	 
REQUEST	79		Login as a Employee	1549556448741	1549556449343	OK	 
REQUEST	141		Login as a Client	1549556448738	1549556449347	OK	 
REQUEST	70		Employee Logout Redirect 1	1549556449344	1549556449345	OK	 
REQUEST	68		Change status of order	1549556449344	1549556449348	OK	 
REQUEST	77		Employee Logout Redirect 2	1549556449347	1549556449348	OK	 
USER	OrderItemsAndAcceptOrder	77	END	1549556448086	1549556449349
REQUEST	140		Client Logout Redirect 2	1549556449345	1549556449347	OK	 
REQUEST	78		Change status of order	1549556449344	1549556449348	OK	 
REQUEST	68		Employee Logout	1549556449349	1549556449350	OK	 
REQUEST	70		Employee Logout Redirect 2	1549556449348	1549556449350	OK	 
USER	OrderItemsAndAcceptOrder	70	END	1549556448014	1549556449351
REQUEST	141		Add Order	1549556449348	1549556449351	OK	 
REQUEST	78		Employee Logout	1549556449350	1549556449351	OK	 
REQUEST	79		Change status of order	1549556449348	1549556449352	OK	 
REQUEST	141		Client Logout	1549556449352	1549556449352	OK	 
REQUEST	68		Employee Logout Redirect 1	1549556449351	1549556449351	OK	 
REQUEST	142		Login as a Client	1549556448746	1549556449352	OK	 
REQUEST	141		Client Logout Redirect 1	1549556449353	1549556449354	OK	 
REQUEST	79		Employee Logout	1549556449353	1549556449353	OK	 
REQUEST	78		Employee Logout Redirect 1	1549556449352	1549556449354	OK	 
REQUEST	68		Employee Logout Redirect 2	1549556449353	1549556449355	OK	 
USER	OrderItemsAndAcceptOrder	68	END	1549556447995	1549556449356
REQUEST	141		Client Logout Redirect 2	1549556449354	1549556449356	OK	 
USER	OrderItemsAndAcceptOrder	207	START	1549556449356	1549556449356
REQUEST	79		Employee Logout Redirect 1	1549556449355	1549556449355	OK	 
REQUEST	142		Add Order	1549556449354	1549556449357	OK	 
REQUEST	80		Login as a Employee	1549556448755	1549556449358	OK	 
REQUEST	78		Employee Logout Redirect 2	1549556449355	1549556449359	OK	 
USER	OrderItemsAndAcceptOrder	78	END	1549556448095	1549556449359
REQUEST	79		Employee Logout Redirect 2	1549556449357	1549556449359	OK	 
USER	OrderItemsAndAcceptOrder	79	END	1549556448105	1549556449360
REQUEST	142		Client Logout	1549556449358	1549556449360	OK	 
REQUEST	142		Client Logout Redirect 1	1549556449360	1549556449361	OK	 
REQUEST	73		Login as a Employee	1549556448759	1549556449362	OK	 
REQUEST	80		Change status of order	1549556449359	1549556449364	OK	 
REQUEST	142		Client Logout Redirect 2	1549556449362	1549556449364	OK	 
USER	OrderItemsAndAcceptOrder	208	START	1549556449365	1549556449365
REQUEST	80		Employee Logout	1549556449364	1549556449365	OK	 
REQUEST	143		Login as a Client	1549556448758	1549556449366	OK	 
REQUEST	80		Employee Logout Redirect 1	1549556449366	1549556449367	OK	 
REQUEST	73		Change status of order	1549556449363	1549556449368	OK	 
REQUEST	80		Employee Logout Redirect 2	1549556449368	1549556449369	OK	 
USER	OrderItemsAndAcceptOrder	80	END	1549556448115	1549556449370
REQUEST	143		Add Order	1549556449367	1549556449370	OK	 
REQUEST	73		Employee Logout	1549556449369	1549556449370	OK	 
REQUEST	143		Client Logout	1549556449371	1549556449372	OK	 
REQUEST	73		Employee Logout Redirect 1	1549556449371	1549556449372	OK	 
REQUEST	144		Login as a Client	1549556448766	1549556449372	OK	 
REQUEST	143		Client Logout Redirect 1	1549556449372	1549556449373	OK	 
REQUEST	73		Employee Logout Redirect 2	1549556449373	1549556449374	OK	 
USER	OrderItemsAndAcceptOrder	73	END	1549556448047	1549556449375
USER	OrderItemsAndAcceptOrder	209	START	1549556449375	1549556449375
REQUEST	143		Client Logout Redirect 2	1549556449374	1549556449376	OK	 
REQUEST	144		Add Order	1549556449373	1549556449376	OK	 
REQUEST	81		Login as a Employee	1549556448772	1549556449377	OK	 
REQUEST	144		Client Logout	1549556449377	1549556449378	OK	 
REQUEST	144		Client Logout Redirect 1	1549556449378	1549556449379	OK	 
REQUEST	144		Client Logout Redirect 2	1549556449380	1549556449382	OK	 
REQUEST	81		Change status of order	1549556449378	1549556449382	OK	 
REQUEST	145		Login as a Client	1549556448775	1549556449383	OK	 
REQUEST	81		Employee Logout	1549556449383	1549556449384	OK	 
REQUEST	81		Employee Logout Redirect 1	1549556449385	1549556449386	OK	 
REQUEST	145		Add Order	1549556449384	1549556449387	OK	 
USER	OrderItemsAndAcceptOrder	210	START	1549556449387	1549556449387
REQUEST	81		Employee Logout Redirect 2	1549556449386	1549556449388	OK	 
USER	OrderItemsAndAcceptOrder	81	END	1549556448127	1549556449389
REQUEST	145		Client Logout	1549556449388	1549556449389	OK	 
REQUEST	145		Client Logout Redirect 1	1549556449389	1549556449390	OK	 
REQUEST	145		Client Logout Redirect 2	1549556449391	1549556449393	OK	 
USER	OrderItemsAndAcceptOrder	211	START	1549556449396	1549556449396
REQUEST	146		Login as a Client	1549556448787	1549556449397	OK	 
REQUEST	84		Login as a Employee	1549556448794	1549556449397	OK	 
REQUEST	146		Add Order	1549556449398	1549556449401	OK	 
REQUEST	146		Client Logout	1549556449402	1549556449403	OK	 
REQUEST	83		Login as a Employee	1549556448799	1549556449403	OK	 
REQUEST	84		Change status of order	1549556449399	1549556449403	OK	 
USER	OrderItemsAndAcceptOrder	212	START	1549556449404	1549556449404
