RUN	EmployeeAcceptOrder	employeeacceptorder	1549219525591	 	3.0.3
REQUEST	19		request_9	1549219554186	1549219554188	OK	 
REQUEST	19		request_10	1549219554187	1549219554198	OK	 
USER	EmployeeAcceptOrder	47	START	1549219554509	1549219554509
REQUEST	47		request_0	1549219554509	1549219554512	OK	 
REQUEST	47		request_0 Redirect 1	1549219554512	1549219554515	OK	 
REQUEST	38		request_1	1549219554028	1549219554637	OK	 
REQUEST	35		request_2	1549219554649	1549219554651	OK	 
REQUEST	31		request_4	1549219554657	1549219554660	OK	 
REQUEST	31		request_5	1549219554661	1549219554663	OK	 
REQUEST	31		request_6	1549219554661	1549219554664	OK	 
REQUEST	35		request_3	1549219554652	1549219554664	OK	 
REQUEST	31		request_7	1549219554661	1549219554665	OK	 
REQUEST	20		request_8	1549219554688	1549219554693	OK	 
REQUEST	20		request_9	1549219554694	1549219554695	OK	 
REQUEST	11		request_11	1549219554696	1549219554697	OK	 
REQUEST	11		request_11 Redirect 1	1549219554697	1549219554698	OK	 
REQUEST	11		request_11 Redirect 2	1549219554699	1549219554701	OK	 
USER	EmployeeAcceptOrder	11	END	1549219533008	1549219554701
REQUEST	20		request_10	1549219554694	1549219554705	OK	 
USER	EmployeeAcceptOrder	48	START	1549219555009	1549219555009
REQUEST	48		request_0	1549219555009	1549219555012	OK	 
REQUEST	48		request_0 Redirect 1	1549219555012	1549219555015	OK	 
REQUEST	39		request_1	1549219554529	1549219555138	OK	 
REQUEST	32		request_4	1549219555159	1549219555163	OK	 
REQUEST	32		request_5	1549219555164	1549219555166	OK	 
REQUEST	32		request_6	1549219555164	1549219555168	OK	 
REQUEST	32		request_7	1549219555164	1549219555169	OK	 
REQUEST	12		request_11	1549219555189	1549219555190	OK	 
REQUEST	12		request_11 Redirect 1	1549219555191	1549219555192	OK	 
REQUEST	12		request_11 Redirect 2	1549219555192	1549219555195	OK	 
USER	EmployeeAcceptOrder	12	END	1549219533508	1549219555196
USER	EmployeeAcceptOrder	49	START	1549219555509	1549219555509
REQUEST	49		request_0	1549219555509	1549219555512	OK	 
REQUEST	49		request_0 Redirect 1	1549219555512	1549219555515	OK	 
REQUEST	40		request_1	1549219555028	1549219555637	OK	 
REQUEST	36		request_2	1549219555649	1549219555651	OK	 
REQUEST	33		request_4	1549219555656	1549219555659	OK	 
REQUEST	33		request_5	1549219555660	1549219555662	OK	 
REQUEST	33		request_6	1549219555660	1549219555664	OK	 
REQUEST	33		request_7	1549219555661	1549219555665	OK	 
REQUEST	36		request_3	1549219555652	1549219555666	OK	 
REQUEST	21		request_8	1549219555678	1549219555684	OK	 
REQUEST	21		request_9	1549219555685	1549219555686	OK	 
REQUEST	13		request_11	1549219555686	1549219555687	OK	 
REQUEST	13		request_11 Redirect 1	1549219555687	1549219555688	OK	 
REQUEST	13		request_11 Redirect 2	1549219555688	1549219555690	OK	 
USER	EmployeeAcceptOrder	13	END	1549219534008	1549219555691
REQUEST	21		request_10	1549219555685	1549219555695	OK	 
USER	EmployeeAcceptOrder	50	START	1549219556008	1549219556008
REQUEST	50		request_0	1549219556009	1549219556011	OK	 
REQUEST	50		request_0 Redirect 1	1549219556012	1549219556015	OK	 
REQUEST	37		request_2	1549219556146	1549219556149	OK	 
REQUEST	34		request_4	1549219556157	1549219556159	OK	 
REQUEST	37		request_3	1549219556149	1549219556162	OK	 
REQUEST	34		request_5	1549219556160	1549219556162	OK	 
REQUEST	34		request_6	1549219556161	1549219556164	OK	 
REQUEST	34		request_7	1549219556161	1549219556165	OK	 
REQUEST	22		request_8	1549219556166	1549219556170	OK	 
REQUEST	22		request_9	1549219556171	1549219556172	OK	 
REQUEST	22		request_10	1549219556171	1549219556182	OK	 
REQUEST	14		request_11	1549219556186	1549219556187	OK	 
REQUEST	14		request_11 Redirect 1	1549219556187	1549219556188	OK	 
REQUEST	14		request_11 Redirect 2	1549219556189	1549219556191	OK	 
USER	EmployeeAcceptOrder	14	END	1549219534509	1549219556191
REQUEST	41		request_1	1549219556029	1549219556634	OK	 
REQUEST	38		request_2	1549219556649	1549219556652	OK	 
REQUEST	35		request_4	1549219556656	1549219556659	OK	 
REQUEST	35		request_5	1549219556660	1549219556662	OK	 
REQUEST	35		request_6	1549219556660	1549219556664	OK	 
REQUEST	35		request_7	1549219556661	1549219556665	OK	 
REQUEST	38		request_3	1549219556652	1549219556666	OK	 
REQUEST	23		request_8	1549219556669	1549219556673	OK	 
REQUEST	23		request_9	1549219556674	1549219556675	OK	 
REQUEST	23		request_10	1549219556674	1549219556684	OK	 
REQUEST	15		request_11	1549219556686	1549219556687	OK	 
REQUEST	15		request_11 Redirect 1	1549219556687	1549219556688	OK	 
REQUEST	15		request_11 Redirect 2	1549219556688	1549219556691	OK	 
USER	EmployeeAcceptOrder	15	END	1549219535008	1549219556691
USER	EmployeeAcceptOrder	51	START	1549219557008	1549219557008
REQUEST	51		request_0	1549219557009	1549219557012	OK	 
REQUEST	51		request_0 Redirect 1	1549219557012	1549219557015	OK	 
REQUEST	42		request_1	1549219556529	1549219557134	OK	 
REQUEST	39		request_2	1549219557147	1549219557149	OK	 
REQUEST	39		request_3	1549219557150	1549219557163	OK	 
REQUEST	24		request_8	1549219557169	1549219557176	OK	 
REQUEST	24		request_9	1549219557177	1549219557179	OK	 
REQUEST	24		request_10	1549219557177	1549219557188	OK	 
USER	EmployeeAcceptOrder	52	START	1549219557506	1549219557506
REQUEST	52		request_0	1549219557508	1549219557512	OK	 
REQUEST	52		request_0 Redirect 1	1549219557513	1549219557516	OK	 
REQUEST	43		request_1	1549219557028	1549219557632	OK	 
REQUEST	40		request_2	1549219557647	1549219557651	OK	 
REQUEST	40		request_3	1549219557651	1549219557661	OK	 
REQUEST	36		request_4	1549219557668	1549219557670	OK	 
REQUEST	25		request_8	1549219557668	1549219557673	OK	 
REQUEST	36		request_5	1549219557671	1549219557674	OK	 
REQUEST	25		request_9	1549219557673	1549219557675	OK	 
REQUEST	36		request_6	1549219557672	1549219557676	OK	 
REQUEST	36		request_7	1549219557672	1549219557677	OK	 
REQUEST	25		request_10	1549219557674	1549219557685	OK	 
REQUEST	16		request_11	1549219557686	1549219557687	OK	 
REQUEST	16		request_11 Redirect 1	1549219557687	1549219557688	OK	 
REQUEST	16		request_11 Redirect 2	1549219557688	1549219557690	OK	 
USER	EmployeeAcceptOrder	16	END	1549219536007	1549219557690
USER	EmployeeAcceptOrder	53	START	1549219558008	1549219558008
REQUEST	53		request_0	1549219558009	1549219558011	OK	 
REQUEST	53		request_0 Redirect 1	1549219558012	1549219558015	OK	 
REQUEST	44		request_1	1549219557527	1549219558134	OK	 
REQUEST	37		request_4	1549219558158	1549219558163	OK	 
REQUEST	37		request_5	1549219558164	1549219558168	OK	 
REQUEST	37		request_6	1549219558164	1549219558170	OK	 
REQUEST	37		request_7	1549219558165	1549219558171	OK	 
REQUEST	17		request_11	1549219558188	1549219558189	OK	 
REQUEST	17		request_11 Redirect 1	1549219558190	1549219558191	OK	 
REQUEST	17		request_11 Redirect 2	1549219558192	1549219558195	OK	 
USER	EmployeeAcceptOrder	17	END	1549219536508	1549219558196
USER	EmployeeAcceptOrder	54	START	1549219558506	1549219558506
REQUEST	54		request_0	1549219558507	1549219558510	OK	 
REQUEST	54		request_0 Redirect 1	1549219558510	1549219558513	OK	 
REQUEST	45		request_1	1549219558028	1549219558633	OK	 
REQUEST	41		request_2	1549219558637	1549219558640	OK	 
REQUEST	41		request_3	1549219558640	1549219558652	OK	 
REQUEST	38		request_4	1549219558659	1549219558661	OK	 
REQUEST	38		request_5	1549219558662	1549219558664	OK	 
REQUEST	38		request_6	1549219558662	1549219558667	OK	 
REQUEST	38		request_7	1549219558663	1549219558668	OK	 
REQUEST	26		request_8	1549219558667	1549219558673	OK	 
REQUEST	26		request_9	1549219558673	1549219558674	OK	 
REQUEST	26		request_10	1549219558673	1549219558685	OK	 
REQUEST	18		request_11	1549219558688	1549219558689	OK	 
REQUEST	18		request_11 Redirect 1	1549219558689	1549219558690	OK	 
REQUEST	18		request_11 Redirect 2	1549219558690	1549219558692	OK	 
USER	EmployeeAcceptOrder	18	END	1549219537008	1549219558692
USER	EmployeeAcceptOrder	55	START	1549219559008	1549219559008
REQUEST	55		request_0	1549219559009	1549219559011	OK	 
REQUEST	55		request_0 Redirect 1	1549219559012	1549219559015	OK	 
REQUEST	42		request_2	1549219559138	1549219559140	OK	 
REQUEST	42		request_3	1549219559141	1549219559153	OK	 
REQUEST	39		request_4	1549219559157	1549219559160	OK	 
REQUEST	39		request_5	1549219559161	1549219559164	OK	 
REQUEST	39		request_6	1549219559161	1549219559165	OK	 
REQUEST	39		request_7	1549219559162	1549219559166	OK	 
REQUEST	27		request_8	1549219559178	1549219559183	OK	 
REQUEST	27		request_9	1549219559184	1549219559185	OK	 
REQUEST	27		request_10	1549219559184	1549219559195	OK	 
REQUEST	19		request_11	1549219559196	1549219559197	OK	 
REQUEST	19		request_11 Redirect 1	1549219559197	1549219559198	OK	 
REQUEST	19		request_11 Redirect 2	1549219559198	1549219559200	OK	 
USER	EmployeeAcceptOrder	19	END	1549219537509	1549219559200
REQUEST	46		request_1	1549219559029	1549219559637	OK	 
REQUEST	43		request_2	1549219559637	1549219559639	OK	 
REQUEST	43		request_3	1549219559640	1549219559651	OK	 
REQUEST	40		request_4	1549219559658	1549219559661	OK	 
REQUEST	40		request_5	1549219559661	1549219559664	OK	 
REQUEST	40		request_6	1549219559662	1549219559665	OK	 
REQUEST	40		request_7	1549219559662	1549219559666	OK	 
REQUEST	28		request_8	1549219559667	1549219559671	OK	 
REQUEST	28		request_9	1549219559671	1549219559673	OK	 
REQUEST	28		request_10	1549219559672	1549219559681	OK	 
REQUEST	20		request_11	1549219559697	1549219559698	OK	 
REQUEST	20		request_11 Redirect 1	1549219559698	1549219559700	OK	 
REQUEST	20		request_11 Redirect 2	1549219559700	1549219559703	OK	 
USER	EmployeeAcceptOrder	20	END	1549219538007	1549219559704
USER	EmployeeAcceptOrder	56	START	1549219560009	1549219560009
REQUEST	56		request_0	1549219560010	1549219560012	OK	 
REQUEST	56		request_0 Redirect 1	1549219560013	1549219560016	OK	 
REQUEST	47		request_1	1549219559527	1549219560134	OK	 
REQUEST	44		request_2	1549219560138	1549219560140	OK	 
REQUEST	44		request_3	1549219560141	1549219560153	OK	 
REQUEST	29		request_8	1549219560166	1549219560173	OK	 
REQUEST	29		request_9	1549219560173	1549219560175	OK	 
REQUEST	29		request_10	1549219560174	1549219560183	OK	 
USER	EmployeeAcceptOrder	57	START	1549219560509	1549219560509
REQUEST	57		request_0	1549219560509	1549219560512	OK	 
REQUEST	57		request_0 Redirect 1	1549219560512	1549219560516	OK	 
REQUEST	48		request_1	1549219560027	1549219560634	OK	 
REQUEST	45		request_2	1549219560639	1549219560641	OK	 
REQUEST	45		request_3	1549219560642	1549219560655	OK	 
REQUEST	41		request_4	1549219560657	1549219560661	OK	 
REQUEST	30		request_8	1549219560657	1549219560664	OK	 
REQUEST	41		request_5	1549219560662	1549219560664	OK	 
REQUEST	30		request_9	1549219560665	1549219560666	OK	 
REQUEST	41		request_6	1549219560662	1549219560666	OK	 
REQUEST	41		request_7	1549219560663	1549219560668	OK	 
REQUEST	30		request_10	1549219560665	1549219560675	OK	 
REQUEST	21		request_11	1549219560688	1549219560690	OK	 
REQUEST	21		request_11 Redirect 1	1549219560690	1549219560691	OK	 
REQUEST	21		request_11 Redirect 2	1549219560692	1549219560694	OK	 
USER	EmployeeAcceptOrder	21	END	1549219539008	1549219560695
USER	EmployeeAcceptOrder	58	START	1549219561008	1549219561008
REQUEST	58		request_0	1549219561008	1549219561011	OK	 
REQUEST	58		request_0 Redirect 1	1549219561011	1549219561014	OK	 
REQUEST	49		request_1	1549219560528	1549219561137	OK	 
REQUEST	42		request_4	1549219561158	1549219561162	OK	 
REQUEST	42		request_5	1549219561163	1549219561166	OK	 
REQUEST	42		request_6	1549219561163	1549219561168	OK	 
REQUEST	42		request_7	1549219561164	1549219561169	OK	 
REQUEST	22		request_11	1549219561187	1549219561188	OK	 
REQUEST	22		request_11 Redirect 1	1549219561189	1549219561190	OK	 
REQUEST	22		request_11 Redirect 2	1549219561191	1549219561194	OK	 
USER	EmployeeAcceptOrder	22	END	1549219539507	1549219561194
USER	EmployeeAcceptOrder	59	START	1549219561508	1549219561508
REQUEST	59		request_0	1549219561509	1549219561512	OK	 
REQUEST	59		request_0 Redirect 1	1549219561512	1549219561515	OK	 
REQUEST	50		request_1	1549219561027	1549219561631	OK	 
REQUEST	46		request_2	1549219561649	1549219561651	OK	 
REQUEST	43		request_4	1549219561657	1549219561660	OK	 
REQUEST	31		request_8	1549219561657	1549219561662	OK	 
REQUEST	43		request_5	1549219561661	1549219561663	OK	 
REQUEST	31		request_9	1549219561663	1549219561665	OK	 
REQUEST	43		request_6	1549219561661	1549219561665	OK	 
REQUEST	46		request_3	1549219561652	1549219561666	OK	 
REQUEST	43		request_7	1549219561662	1549219561666	OK	 
REQUEST	31		request_10	1549219561663	1549219561674	OK	 
REQUEST	23		request_11	1549219561678	1549219561679	OK	 
REQUEST	23		request_11 Redirect 1	1549219561679	1549219561680	OK	 
REQUEST	23		request_11 Redirect 2	1549219561681	1549219561683	OK	 
USER	EmployeeAcceptOrder	23	END	1549219540007	1549219561684
USER	EmployeeAcceptOrder	60	START	1549219562008	1549219562008
REQUEST	60		request_0	1549219562009	1549219562011	OK	 
REQUEST	60		request_0 Redirect 1	1549219562011	1549219562014	OK	 
REQUEST	47		request_2	1549219562136	1549219562139	OK	 
REQUEST	47		request_3	1549219562139	1549219562151	OK	 
REQUEST	44		request_4	1549219562158	1549219562161	OK	 
REQUEST	44		request_5	1549219562161	1549219562164	OK	 
REQUEST	44		request_6	1549219562162	1549219562165	OK	 
REQUEST	44		request_7	1549219562162	1549219562166	OK	 
REQUEST	32		request_8	1549219562179	1549219562184	OK	 
REQUEST	32		request_9	1549219562184	1549219562186	OK	 
REQUEST	32		request_10	1549219562185	1549219562195	OK	 
REQUEST	24		request_11	1549219562199	1549219562200	OK	 
REQUEST	24		request_11 Redirect 1	1549219562200	1549219562201	OK	 
REQUEST	24		request_11 Redirect 2	1549219562201	1549219562204	OK	 
USER	EmployeeAcceptOrder	24	END	1549219540507	1549219562204
REQUEST	51		request_1	1549219562029	1549219562636	OK	 
REQUEST	48		request_2	1549219562637	1549219562639	OK	 
REQUEST	48		request_3	1549219562639	1549219562651	OK	 
REQUEST	45		request_4	1549219562657	1549219562660	OK	 
REQUEST	45		request_5	1549219562661	1549219562663	OK	 
REQUEST	45		request_6	1549219562661	1549219562664	OK	 
REQUEST	45		request_7	1549219562662	1549219562665	OK	 
REQUEST	33		request_8	1549219562669	1549219562674	OK	 
REQUEST	33		request_9	1549219562674	1549219562676	OK	 
REQUEST	25		request_11	1549219562676	1549219562677	OK	 
REQUEST	25		request_11 Redirect 1	1549219562677	1549219562678	OK	 
REQUEST	25		request_11 Redirect 2	1549219562678	1549219562680	OK	 
USER	EmployeeAcceptOrder	25	END	1549219541008	1549219562681
REQUEST	33		request_10	1549219562675	1549219562685	OK	 
USER	EmployeeAcceptOrder	61	START	1549219563007	1549219563007
REQUEST	61		request_0	1549219563007	1549219563010	OK	 
REQUEST	61		request_0 Redirect 1	1549219563010	1549219563013	OK	 
REQUEST	52		request_1	1549219562528	1549219563133	OK	 
REQUEST	49		request_2	1549219563148	1549219563149	OK	 
REQUEST	49		request_3	1549219563150	1549219563160	OK	 
REQUEST	34		request_8	1549219563168	1549219563173	OK	 
REQUEST	34		request_9	1549219563174	1549219563175	OK	 
REQUEST	34		request_10	1549219563174	1549219563185	OK	 
USER	EmployeeAcceptOrder	62	START	1549219563509	1549219563509
REQUEST	62		request_0	1549219563509	1549219563512	OK	 
REQUEST	62		request_0 Redirect 1	1549219563512	1549219563516	OK	 
REQUEST	53		request_1	1549219563029	1549219563635	OK	 
REQUEST	50		request_2	1549219563639	1549219563641	OK	 
REQUEST	50		request_3	1549219563642	1549219563654	OK	 
REQUEST	46		request_4	1549219563657	1549219563659	OK	 
REQUEST	46		request_5	1549219563660	1549219563662	OK	 
REQUEST	46		request_6	1549219563660	1549219563664	OK	 
REQUEST	46		request_7	1549219563661	1549219563665	OK	 
REQUEST	35		request_8	1549219563668	1549219563673	OK	 
REQUEST	35		request_9	1549219563674	1549219563675	OK	 
REQUEST	35		request_10	1549219563674	1549219563684	OK	 
REQUEST	26		request_11	1549219563689	1549219563689	OK	 
REQUEST	26		request_11 Redirect 1	1549219563690	1549219563690	OK	 
REQUEST	26		request_11 Redirect 2	1549219563691	1549219563692	OK	 
USER	EmployeeAcceptOrder	26	END	1549219542008	1549219563693
USER	EmployeeAcceptOrder	63	START	1549219564006	1549219564006
REQUEST	63		request_0	1549219564006	1549219564008	OK	 
REQUEST	63		request_0 Redirect 1	1549219564008	1549219564010	OK	 
REQUEST	54		request_1	1549219563528	1549219564137	OK	 
REQUEST	47		request_4	1549219564158	1549219564163	OK	 
REQUEST	47		request_5	1549219564163	1549219564165	OK	 
REQUEST	47		request_6	1549219564163	1549219564167	OK	 
REQUEST	47		request_7	1549219564164	1549219564169	OK	 
REQUEST	27		request_11	1549219564187	1549219564189	OK	 
REQUEST	27		request_11 Redirect 1	1549219564189	1549219564191	OK	 
REQUEST	27		request_11 Redirect 2	1549219564192	1549219564194	OK	 
USER	EmployeeAcceptOrder	27	END	1549219542508	1549219564195
USER	EmployeeAcceptOrder	64	START	1549219564506	1549219564506
REQUEST	64		request_0	1549219564507	1549219564509	OK	 
REQUEST	64		request_0 Redirect 1	1549219564509	1549219564511	OK	 
REQUEST	55		request_1	1549219564029	1549219564636	OK	 
REQUEST	51		request_2	1549219564636	1549219564638	OK	 
REQUEST	51		request_3	1549219564638	1549219564649	OK	 
REQUEST	48		request_4	1549219564659	1549219564661	OK	 
REQUEST	48		request_5	1549219564662	1549219564664	OK	 
REQUEST	48		request_6	1549219564662	1549219564665	OK	 
REQUEST	48		request_7	1549219564662	1549219564666	OK	 
REQUEST	28		request_11	1549219564677	1549219564678	OK	 
REQUEST	28		request_11 Redirect 1	1549219564678	1549219564679	OK	 
REQUEST	36		request_8	1549219564677	1549219564682	OK	 
REQUEST	28		request_11 Redirect 2	1549219564679	1549219564681	OK	 
USER	EmployeeAcceptOrder	28	END	1549219543008	1549219564682
REQUEST	36		request_9	1549219564682	1549219564683	OK	 
REQUEST	36		request_10	1549219564682	1549219564691	OK	 
USER	EmployeeAcceptOrder	65	START	1549219565008	1549219565008
REQUEST	65		request_0	1549219565008	1549219565011	OK	 
REQUEST	65		request_0 Redirect 1	1549219565011	1549219565014	OK	 
REQUEST	52		request_2	1549219565138	1549219565140	OK	 
REQUEST	52		request_3	1549219565141	1549219565152	OK	 
REQUEST	49		request_4	1549219565159	1549219565162	OK	 
REQUEST	49		request_5	1549219565163	1549219565166	OK	 
REQUEST	49		request_6	1549219565164	1549219565167	OK	 
REQUEST	49		request_7	1549219565164	1549219565169	OK	 
REQUEST	29		request_11	1549219565177	1549219565178	OK	 
REQUEST	29		request_11 Redirect 1	1549219565178	1549219565179	OK	 
REQUEST	29		request_11 Redirect 2	1549219565179	1549219565181	OK	 
USER	EmployeeAcceptOrder	29	END	1549219543509	1549219565181
REQUEST	37		request_8	1549219565177	1549219565182	OK	 
REQUEST	37		request_9	1549219565183	1549219565184	OK	 
REQUEST	37		request_10	1549219565183	1549219565192	OK	 
REQUEST	56		request_1	1549219565028	1549219565634	OK	 
REQUEST	53		request_2	1549219565637	1549219565639	OK	 
REQUEST	50		request_4	1549219565646	1549219565649	OK	 
REQUEST	50		request_5	1549219565649	1549219565652	OK	 
REQUEST	53		request_3	1549219565640	1549219565652	OK	 
REQUEST	50		request_6	1549219565649	1549219565652	OK	 
REQUEST	50		request_7	1549219565650	1549219565654	OK	 
REQUEST	30		request_11	1549219565679	1549219565679	OK	 
REQUEST	30		request_11 Redirect 1	1549219565680	1549219565680	OK	 
REQUEST	30		request_11 Redirect 2	1549219565680	1549219565683	OK	 
USER	EmployeeAcceptOrder	30	END	1549219544008	1549219565683
REQUEST	38		request_8	1549219565679	1549219565683	OK	 
REQUEST	38		request_9	1549219565683	1549219565684	OK	 
REQUEST	38		request_10	1549219565684	1549219565693	OK	 
USER	EmployeeAcceptOrder	66	START	1549219566008	1549219566008
REQUEST	66		request_0	1549219566008	1549219566011	OK	 
REQUEST	66		request_0 Redirect 1	1549219566011	1549219566013	OK	 
REQUEST	57		request_1	1549219565537	1549219566145	OK	 
REQUEST	54		request_2	1549219566147	1549219566148	OK	 
REQUEST	54		request_3	1549219566149	1549219566160	OK	 
REQUEST	39		request_8	1549219566167	1549219566174	OK	 
REQUEST	39		request_9	1549219566175	1549219566176	OK	 
REQUEST	39		request_10	1549219566175	1549219566185	OK	 
USER	EmployeeAcceptOrder	67	START	1549219566509	1549219566509
REQUEST	67		request_0	1549219566510	1549219566512	OK	 
REQUEST	67		request_0 Redirect 1	1549219566512	1549219566515	OK	 
REQUEST	58		request_1	1549219566029	1549219566634	OK	 
REQUEST	55		request_2	1549219566638	1549219566640	OK	 
REQUEST	55		request_3	1549219566640	1549219566652	OK	 
REQUEST	51		request_4	1549219566659	1549219566663	OK	 
REQUEST	51		request_5	1549219566663	1549219566666	OK	 
REQUEST	51		request_6	1549219566664	1549219566668	OK	 
REQUEST	51		request_7	1549219566664	1549219566669	OK	 
REQUEST	31		request_11	1549219566678	1549219566679	OK	 
REQUEST	31		request_11 Redirect 1	1549219566679	1549219566680	OK	 
REQUEST	31		request_11 Redirect 2	1549219566680	1549219566682	OK	 
USER	EmployeeAcceptOrder	31	END	1549219545008	1549219566683
REQUEST	40		request_8	1549219566678	1549219566683	OK	 
REQUEST	40		request_9	1549219566683	1549219566685	OK	 
REQUEST	40		request_10	1549219566684	1549219566694	OK	 
USER	EmployeeAcceptOrder	68	START	1549219567009	1549219567009
REQUEST	68		request_0	1549219567010	1549219567012	OK	 
REQUEST	68		request_0 Redirect 1	1549219567013	1549219567015	OK	 
REQUEST	59		request_1	1549219566528	1549219567137	OK	 
REQUEST	52		request_4	1549219567156	1549219567160	OK	 
REQUEST	52		request_5	1549219567161	1549219567164	OK	 
REQUEST	52		request_6	1549219567161	1549219567165	OK	 
REQUEST	52		request_7	1549219567162	1549219567166	OK	 
REQUEST	32		request_11	1549219567188	1549219567189	OK	 
REQUEST	32		request_11 Redirect 1	1549219567190	1549219567191	OK	 
REQUEST	32		request_11 Redirect 2	1549219567191	1549219567194	OK	 
USER	EmployeeAcceptOrder	32	END	1549219545508	1549219567194
USER	EmployeeAcceptOrder	69	START	1549219567508	1549219567508
REQUEST	69		request_0	1549219567508	1549219567511	OK	 
REQUEST	69		request_0 Redirect 1	1549219567511	1549219567514	OK	 
REQUEST	60		request_1	1549219567028	1549219567637	OK	 
REQUEST	56		request_2	1549219567637	1549219567639	OK	 
REQUEST	56		request_3	1549219567640	1549219567650	OK	 
REQUEST	53		request_4	1549219567659	1549219567662	OK	 
REQUEST	53		request_5	1549219567663	1549219567666	OK	 
REQUEST	53		request_6	1549219567663	1549219567667	OK	 
REQUEST	53		request_7	1549219567664	1549219567669	OK	 
REQUEST	41		request_8	1549219567666	1549219567671	OK	 
REQUEST	41		request_9	1549219567672	1549219567673	OK	 
REQUEST	41		request_10	1549219567672	1549219567681	OK	 
REQUEST	33		request_11	1549219567689	1549219567690	OK	 
REQUEST	33		request_11 Redirect 1	1549219567690	1549219567692	OK	 
REQUEST	33		request_11 Redirect 2	1549219567692	1549219567694	OK	 
USER	EmployeeAcceptOrder	33	END	1549219546007	1549219567695
USER	EmployeeAcceptOrder	70	START	1549219568008	1549219568008
REQUEST	70		request_0	1549219568009	1549219568011	OK	 
REQUEST	70		request_0 Redirect 1	1549219568012	1549219568014	OK	 
REQUEST	57		request_2	1549219568138	1549219568140	OK	 
REQUEST	57		request_3	1549219568141	1549219568151	OK	 
REQUEST	54		request_4	1549219568156	1549219568159	OK	 
REQUEST	54		request_5	1549219568159	1549219568161	OK	 
REQUEST	54		request_6	1549219568159	1549219568162	OK	 
REQUEST	54		request_7	1549219568160	1549219568163	OK	 
REQUEST	34		request_11	1549219568179	1549219568179	OK	 
REQUEST	34		request_11 Redirect 1	1549219568180	1549219568182	OK	 
REQUEST	34		request_11 Redirect 2	1549219568182	1549219568184	OK	 
USER	EmployeeAcceptOrder	34	END	1549219546508	1549219568184
REQUEST	42		request_8	1549219568168	1549219568185	OK	 
REQUEST	42		request_9	1549219568185	1549219568186	OK	 
REQUEST	42		request_10	1549219568185	1549219568192	OK	 
REQUEST	61		request_1	1549219568028	1549219568636	OK	 
REQUEST	58		request_2	1549219568637	1549219568638	OK	 
REQUEST	58		request_3	1549219568639	1549219568649	OK	 
REQUEST	55		request_4	1549219568657	1549219568660	OK	 
REQUEST	55		request_5	1549219568660	1549219568662	OK	 
REQUEST	55		request_6	1549219568660	1549219568663	OK	 
REQUEST	55		request_7	1549219568661	1549219568664	OK	 
REQUEST	43		request_8	1549219568668	1549219568673	OK	 
REQUEST	43		request_9	1549219568674	1549219568675	OK	 
REQUEST	35		request_11	1549219568676	1549219568677	OK	 
REQUEST	35		request_11 Redirect 1	1549219568677	1549219568678	OK	 
REQUEST	35		request_11 Redirect 2	1549219568678	1549219568680	OK	 
USER	EmployeeAcceptOrder	35	END	1549219547006	1549219568680
REQUEST	43		request_10	1549219568674	1549219568682	OK	 
USER	EmployeeAcceptOrder	71	START	1549219569008	1549219569008
REQUEST	71		request_0	1549219569008	1549219569010	OK	 
REQUEST	71		request_0 Redirect 1	1549219569011	1549219569013	OK	 
REQUEST	62		request_1	1549219568529	1549219569136	OK	 
REQUEST	59		request_2	1549219569147	1549219569149	OK	 
REQUEST	59		request_3	1549219569150	1549219569159	OK	 
REQUEST	44		request_8	1549219569178	1549219569183	OK	 
REQUEST	44		request_9	1549219569184	1549219569185	OK	 
REQUEST	44		request_10	1549219569184	1549219569192	OK	 
USER	EmployeeAcceptOrder	72	START	1549219569507	1549219569507
REQUEST	72		request_0	1549219569508	1549219569510	OK	 
REQUEST	72		request_0 Redirect 1	1549219569511	1549219569513	OK	 
REQUEST	63		request_1	1549219569028	1549219569637	OK	 
REQUEST	60		request_2	1549219569649	1549219569651	OK	 
REQUEST	56		request_4	1549219569656	1549219569658	OK	 
REQUEST	45		request_8	1549219569656	1549219569660	OK	 
REQUEST	56		request_5	1549219569659	1549219569661	OK	 
REQUEST	45		request_9	1549219569661	1549219569661	OK	 
REQUEST	60		request_3	1549219569652	1549219569662	OK	 
REQUEST	56		request_6	1549219569659	1549219569662	OK	 
REQUEST	56		request_7	1549219569660	1549219569663	OK	 
REQUEST	45		request_10	1549219569661	1549219569668	OK	 
REQUEST	36		request_11	1549219569689	1549219569690	OK	 
REQUEST	36		request_11 Redirect 1	1549219569690	1549219569691	OK	 
REQUEST	36		request_11 Redirect 2	1549219569691	1549219569692	OK	 
USER	EmployeeAcceptOrder	36	END	1549219548009	1549219569693
USER	EmployeeAcceptOrder	73	START	1549219570008	1549219570008
REQUEST	73		request_0	1549219570008	1549219570009	OK	 
REQUEST	73		request_0 Redirect 1	1549219570010	1549219570011	OK	 
REQUEST	64		request_1	1549219569528	1549219570136	OK	 
REQUEST	57		request_4	1549219570158	1549219570160	OK	 
REQUEST	57		request_5	1549219570161	1549219570163	OK	 
REQUEST	57		request_6	1549219570161	1549219570164	OK	 
REQUEST	57		request_7	1549219570161	1549219570164	OK	 
REQUEST	37		request_11	1549219570188	1549219570189	OK	 
REQUEST	37		request_11 Redirect 1	1549219570189	1549219570190	OK	 
REQUEST	37		request_11 Redirect 2	1549219570190	1549219570192	OK	 
USER	EmployeeAcceptOrder	37	END	1549219548506	1549219570192
